Timestamp,Price,stock_volume,amount_volume
1993/12/30,826.23,739747,802905000
1993/12/31,833.8,697063,687526020
1994/1/3,833.9,1010056,1048326020
1994/1/4,832.69,652743,692748050
1994/1/5,846.98,894121,975052970
1994/1/6,869.33,1845117,1970031880
1994/1/7,879.64,1686884,1752262030
1994/1/10,900.3,1875951,1896703910
1994/1/11,891.79,1368500,1590900940
1994/1/12,888.04,1274299,1306062970
1994/1/13,897.46,807921,838601950
1994/1/14,849.23,2429254,2505557970
1994/1/17,859.28,1083501,1061638980
1994/1/18,835.06,952694,1078340940
1994/1/19,807.5,961660,910652030
1994/1/20,802.61,897650,823342030
1994/1/21,812.88,831843,708300000
1994/1/24,839.2,1252907,982573980
1994/1/25,815.89,1397286,921422970
1994/1/26,812.41,854492,658691020
1994/1/27,818.6,387437,306904980
1994/1/28,799.26,968163,889296020
1994/1/31,770.25,812960,679262970
1994/2/1,755.15,491702,408251020
1994/2/2,772.2,582879,462969960
1994/2/3,780.17,1066853,911052970
1994/2/4,797.86,1419538,1472177030
1994/2/14,779.91,1149078,1193151950
1994/2/15,772.76,643441,587140980
1994/2/16,776.1,538945,429421990
1994/2/17,768.57,514818,333628980
1994/2/18,769.18,430361,360086020
1994/2/21,754.41,449855,374332970
1994/2/22,768.17,647103,646342970
1994/2/23,759.71,402096,386183010
1994/2/24,758.84,1472418,1571170940
1994/2/25,787.42,2347516,2715415000
1994/2/28,770.98,2850034,3629447810
1994/3/1,757.29,1227367,1410732970
1994/3/2,742.06,1291178,1430258910
1994/3/3,734.45,1002258,1073348980
1994/3/4,726.3,1135285,1155725940
1994/3/7,718.4,307824,295460980
1994/3/8,711.27,1712448,1945965940
1994/3/9,716.11,2695066,3339811880
1994/3/10,698.89,2940279,3942112810
1994/3/11,717.38,3169069,4164253750
1994/3/14,788.42,4827181,5307555630
1994/3/15,772.76,4687746,4264984060
1994/3/16,793.87,3699463,4222514690
1994/3/17,776.04,3455372,3472025000
1994/3/18,765.22,2566185,2802097810
1994/3/21,731.62,1679037,1783117030
1994/3/22,739.31,1309988,1324606880
1994/3/23,725.21,1986507,1787241880
1994/3/24,724.3,2825216,3615560940
1994/3/25,719.05,2314904,2703843130
1994/3/28,702.23,1986218,1926715000
1994/3/29,706.91,2201980,2221872030
1994/3/30,706.34,2023568,1817848910
1994/3/31,704.46,2496753,2069537030
1994/4/1,698.84,1654987,1424887970
1994/4/4,694.38,2181421,2321317030
1994/4/5,682.75,1503539,1452960000
1994/4/6,679.74,1097687,1015694920
1994/4/7,677.31,1188220,1044025000
1994/4/8,678.85,914266,818887970
1994/4/11,659.05,1173086,1018790000
1994/4/12,665.61,1078185,833452970
1994/4/13,656.79,1548426,1127906950
1994/4/14,636.08,1630720,1035092970
1994/4/15,626.79,2369345,1465576880
1994/4/18,604.15,1587921,1252746950
1994/4/19,572.73,1710162,1325932970
1994/4/20,540.24,1814450,1333554840
1994/4/21,582.43,2191990,1688465000
1994/4/22,566.07,3213060,2682669060
1994/4/25,560.8,1931556,1510770000
1994/4/26,579.72,1423889,1199421020
1994/4/27,598.5,2916956,2605338750
1994/4/28,599.63,3579686,2876528130
1994/4/29,592.56,2604835,1740136880
1994/5/3,605.77,1400761,947685000
1994/5/4,619.58,2380003,1909350940
1994/5/5,590.87,1907679,1524800000
1994/5/6,585.8,1776204,1485782030
1994/5/9,581.7,1749043,1091294920
1994/5/10,595.38,1716041,1264362970
1994/5/11,591.18,2548720,2033319060
1994/5/12,582.16,1844336,1389959060
1994/5/13,590.39,1466810,1058991950
1994/5/16,592.57,2653975,1430441880
1994/5/17,592.02,1637435,946818980
1994/5/18,583.32,1945166,828636950
1994/5/19,590.54,1231949,689525000
1994/5/20,594.22,2057304,1465319060
1994/5/23,587.65,1585670,957902970
1994/5/24,590.46,1047124,657768980
1994/5/25,586.76,1076634,727299920
1994/5/26,577.46,1099491,676742970
1994/5/27,573.36,1299107,803386950
1994/5/30,544.26,6412940,760582970
1994/5/31,556.26,3108228,544546990
1994/6/1,545.05,2250024,595498980
1994/6/2,546.58,1835763,450403010
1994/6/3,548.75,1757666,591781990
1994/6/6,542.97,1169550,376263010
1994/6/7,529.76,586253,389663010
1994/6/8,533.56,805043,539956990
1994/6/9,523,931669,725094920
1994/6/10,514.54,784703,531075000
1994/6/13,492.03,707644,410018980
1994/6/14,490.75,751739,429328980
1994/6/15,496.11,829897,414025000
1994/6/16,506.36,797724,435821990
1994/6/17,527.85,1842022,1023187970
1994/6/20,502.43,1858213,1115201020
1994/6/21,498.07,636656,372146990
1994/6/22,505.18,556087,324051000
1994/6/23,500.39,624638,391212970
1994/6/24,492.33,599505,354685000
1994/6/27,472.1,661367,380743010
1994/6/28,469.95,387833,207516000
1994/6/29,468.2,343038,192561990
1994/6/30,469.29,475173,268926990
1994/7/1,458.37,528995,309436000
1994/7/4,438.58,519699,277931990
1994/7/5,443.61,438989,237066000
1994/7/6,431.71,562537,275081970
1994/7/7,425.98,441382,239544980
1994/7/8,437.75,596502,325375000
1994/7/11,428.15,660753,406678980
1994/7/12,429.21,322477,159813990
1994/7/13,437.62,461652,251675000
1994/7/14,431.8,790636,498111990
1994/7/15,413.93,696118,369615000
1994/7/18,398.96,450040,209752990
1994/7/19,400.48,388639,180247990
1994/7/20,393.87,334605,167543010
1994/7/21,380.9,519747,240972990
1994/7/22,363.73,782751,358380980
1994/7/25,375.39,940691,426454020
1994/7/26,388.75,1693893,798567970
1994/7/27,371.1,1834646,855891950
1994/7/28,339.81,1280774,567004960
1994/7/29,333.92,1183388,482766990
1994/8/1,445.64,6203991,3047690000
1994/8/2,432.61,9188949,5343156880
1994/8/3,522.98,8344837,4575471880
1994/8/4,562.77,17575994,10538591250
1994/8/5,683.04,17730586,10436576250
1994/8/8,711.8,15876782,11441736250
1994/8/9,621.58,9620500,6787230000
1994/8/10,739.66,14283869,9542153130
1994/8/11,689.31,16929738,12471932500
1994/8/12,689.66,7254857,4955083750
1994/8/15,665.88,4551259,3066074690
1994/8/16,693.01,7200028,4472109060
1994/8/17,725.04,5418758,4597870000
1994/8/18,748.56,13240724,11000313750
1994/8/19,713.85,8427972,6584195000
1994/8/22,681.8,4689260,3362148130
1994/8/23,714.61,4099113,3033231880
1994/8/24,705.71,5104219,4752954690
1994/8/25,722.23,4022221,3393620940
1994/8/26,707.41,4949756,4132016880
1994/8/29,710.68,3753917,3713521880
1994/8/30,756.2,8119895,7812270000
1994/8/31,785.33,10734819,9438548750
1994/9/1,790.19,8635737,7930485630
1994/9/2,830.18,6685557,6524259380
1994/9/5,940.61,18384264,15492987500
1994/9/6,1004.92,14313953,15753657500
1994/9/7,931.57,11867308,12793026250
1994/9/8,972.84,7921545,9731151880
1994/9/9,962.52,8833818,9500711880
1994/9/12,1019.97,8087496,9068938130
1994/9/13,1033.47,10204500,11399001250
1994/9/14,974.86,8062620,7838526880
1994/9/15,972.54,4641504,5005258130
1994/9/16,978.99,5237974,5217019690
1994/9/19,927.62,4141982,3787980940
1994/9/20,914.39,3326539,3182942810
1994/9/21,969.03,3536784,3700776880
1994/9/22,918.44,4560400,4723348750
1994/9/23,867.65,4166424,4052412810
1994/9/26,880.6,2765866,2746748750
1994/9/27,870.15,2366061,2479185780
1994/9/28,912.38,3719895,None
1994/9/29,839.37,3624128,3758015000
1994/9/30,791.15,3668769,3295479060
1994/10/5,706.42,3261098,2810025940
1994/10/6,660.5,2837029,2302782970
1994/10/7,738.03,6343069,5041046880
1994/10/10,698.93,5216786,4840295940
1994/10/11,705.07,2284055,1901255940
1994/10/12,711.01,2136533,1775087970
1994/10/13,635.38,3638977,2596957810
1994/10/14,663.75,3270027,2721504060
1994/10/17,616.34,1350710,1028188980
1994/10/18,624.52,898639,675017030
1994/10/19,652.89,1934321,1455493910
1994/10/20,718.99,4762116,4089370000
1994/10/21,712.71,6549282,6523713130
1994/10/24,785.85,6031524,5604240000
1994/10/25,744.52,5659518,5355786250
1994/10/26,686.31,3347931,2913320940
1994/10/27,703.62,1905228,1429673910
1994/10/28,677.45,2598664,1766982030
1994/10/31,654.98,1551624,1051577030
1994/11/1,673.79,1199615,902302030
1994/11/2,667.86,1008649,636828980
1994/11/3,717.36,3411274,2974120940
1994/11/4,666.77,2777741,2250337970
1994/11/7,674.67,1213088,964966950
1994/11/8,709.69,4271396,4398732810
1994/11/9,723.91,2510967,2676883750
1994/11/10,711.68,2914388,3032841880
1994/11/11,731.16,1982480,1773733910
1994/11/14,733.39,2434357,2195111880
1994/11/15,705.43,1813599,1699880940
1994/11/16,706.63,1135136,1129398980
1994/11/17,697.17,912134,932017970
1994/11/18,698.81,706662,603358010
1994/11/21,699.1,345825,286604980
1994/11/22,692.39,724103,618243010
1994/11/23,679.61,690297,451855980
1994/11/24,678.02,583816,453761950
1994/11/25,685.33,662797,603283950
1994/11/28,681.49,307181,230317990
1994/11/29,687.56,393979,315889980
1994/11/30,683.59,387252,350990000
1994/12/1,682.3,268981,208464000
1994/12/2,677.91,338072,248127990
1994/12/5,663.13,392172,269606990
1994/12/6,653.98,410698,309950000
1994/12/7,652.85,252900,182390000
1994/12/8,643.86,276270,189492990
1994/12/9,640.67,401992,276424980
1994/12/12,620.47,344027,229147990
1994/12/13,636.68,439381,333335000
1994/12/14,625.21,306808,218004000
1994/12/15,666.68,1023539,824425940
1994/12/16,680.23,2095186,1900107970
1994/12/19,653.37,977391,872191950
1994/12/20,667.94,1186345,1272535000
1994/12/21,672.47,2568225,2625555940
1994/12/22,673.48,1591470,1725469840
1994/12/23,677.84,3023717,3277066880
1994/12/26,675.88,1610154,1507992030
1994/12/27,660.88,1638034,1469118910
1994/12/28,649.59,982848,811876950
1994/12/29,645.06,828122,781287970
1994/12/30,647.87,677709,643372970
1995/1/3,639.88,234518,180692990
1995/1/4,653.81,422220,306923010
1995/1/5,646.89,430123,301532990
1995/1/6,640.76,487482,353758010
1995/1/9,625.97,509851,398518980
1995/1/10,610.3,606925,450540980
1995/1/11,613.13,362682,245044980
1995/1/12,602.12,338195,242435000
1995/1/13,597.84,421523,292230000
1995/1/16,588.81,373651,263008980
1995/1/17,587.94,350001,203456000
1995/1/18,593.64,315663,177037990
1995/1/19,571.72,417558,238203010
1995/1/20,571.24,435803,270040980
1995/1/23,553.44,372177,199050000
1995/1/24,547.57,391150,248539000
1995/1/25,555.77,378480,241320000
1995/1/26,553.1,323391,182846000
1995/1/27,562.59,558627,231154000
1995/2/6,533.72,298731,169984000
1995/2/7,532.49,271755,130488000
1995/2/8,533.75,267052,114006000
1995/2/9,553.35,587750,250480000
1995/2/10,541.38,632978,323814000
1995/2/13,548.84,435592,197024000
1995/2/14,548.11,334781,150595000
1995/2/15,542.84,232116,118893000
1995/2/16,538.37,322181,135403010
1995/2/17,533.76,385687,198381990
1995/2/20,534.96,253105,126938000
1995/2/21,541.14,263401,117103990
1995/2/22,594.64,1440033,965163980
1995/2/23,589.12,1922892,1351560940
1995/2/24,558.43,1245653,879247970
1995/2/27,561.27,997645,740046020
1995/2/28,549.26,495285,339831990
1995/3/1,556.95,407516,298096990
1995/3/2,560.85,466527,364958010
1995/3/3,577.22,1069184,881803980
1995/3/6,616.3,2031407,1582630000
1995/3/7,632.96,3210710,2513778910
1995/3/8,620.8,3050924,2172257970
1995/3/9,605.59,1623939,1329627970
1995/3/10,586.29,1250517,928327970
1995/3/13,586.23,718221,559204960
1995/3/14,588.24,719495,589108980
1995/3/15,572.6,668663,495071990
1995/3/16,579.88,489403,359636990
1995/3/17,593.52,798196,624726950
1995/3/20,585.45,1084323,895131020
1995/3/21,591.95,603102,406661990
1995/3/22,613.7,1346165,1026332030
1995/3/23,611.13,1907796,1375902970
1995/3/24,611.77,979545,735833980
1995/3/27,629.36,1719001,1494080000
1995/3/28,626.55,1246656,1025805000
1995/3/29,637.15,1030425,851692970
1995/3/30,630.93,1684929,1648679060
1995/3/31,646.92,1265963,1200773980
1995/4/3,656.88,2114160,1923283910
1995/4/4,660.16,1520953,1327597030
1995/4/5,649.7,1403741,1392632030
1995/4/6,659.06,1860292,1216248910
1995/4/7,673.72,3441078,2200458910
1995/4/10,667.39,2646181,1445067030
1995/4/11,641.08,3541515,1849245000
1995/4/12,644.74,1619812,1013377970
1995/4/13,632.76,1436203,1061728980
1995/4/14,640.04,1022125,715865000
1995/4/17,631.26,686729,518489960
1995/4/18,625.52,576374,429678980
1995/4/19,631.51,708130,550693980
1995/4/20,645.2,1090000,804000000
1995/4/21,635.99,1340573,801441950
1995/4/24,619.73,977123,697945940
1995/4/25,619.84,610985,429311990
1995/4/26,601.83,941409,615113980
1995/4/27,573.31,1905996,1236586950
1995/4/28,579.93,938144,582196990
1995/5/2,579.04,807343,281063010
1995/5/3,580.38,482472,317231000
1995/5/4,571.2,480506,287305980
1995/5/5,574.17,418845,250063980
1995/5/8,571.51,300239,191499000
1995/5/9,578.5,363648,243981990
1995/5/10,565.14,548077,331913980
1995/5/11,568.06,349024,192221000
1995/5/12,584.84,106445,775367970
1995/5/15,582.04,410695,304102010
1995/5/16,578.85,332583,223284000
1995/5/17,582.89,242311,151195000
1995/5/18,763.51,10076101,8360267500
1995/5/19,855.81,10855267,9800151880
1995/5/22,897.42,12070917,11430287500
1995/5/23,750.3,8409161,7530103750
1995/5/24,741.93,4153473,3381596880
1995/5/25,696.85,3151448,2525230000
1995/5/26,727.62,3901339,3135775000
1995/5/29,710.59,1505885,1141234920
1995/5/30,711,1269182,986273980
1995/5/31,700.51,1092356,815670000
1995/6/1,708.67,906974,638450980
1995/6/2,716.82,1453289,1132082030
1995/6/5,691.64,1187002,902548980
1995/6/6,689.13,932597,683005000
1995/6/7,716.45,1173637,803308050
1995/6/8,695.93,2143230,1484943910
1995/6/9,702.62,1337475,764647970
1995/6/12,698.72,1944173,811293980
1995/6/13,698.95,1188396,532803010
1995/6/14,689.22,1103607,630675000
1995/6/15,646.85,2317091,1566258910
1995/6/16,646.54,982912,623260000
1995/6/19,638.96,714114,458528980
1995/6/20,640.66,779500,425158980
1995/6/21,651.81,859035,453692970
1995/6/22,644.47,1063607,526355980
1995/6/23,650.14,855886,483110000
1995/6/26,653.4,820606,421485000
1995/6/27,649.93,1386078,694614920
1995/6/28,647.64,792094,410556990
1995/6/29,643.92,799524,441036990
1995/6/30,630.58,1917740,941260000
1995/7/3,613.18,1260256,662637970
1995/7/4,620.62,908399,498044960
1995/7/5,636.03,1157414,694168980
1995/7/6,637.77,2040922,1260676950
1995/7/7,666.78,3066108,1775215000
1995/7/10,666.24,3409459,1866167970
1995/7/11,649.19,2245976,1212893910
1995/7/12,648.91,1134289,626467970
1995/7/13,656.15,1588228,709516950
1995/7/14,652.8,1766402,778865940
1995/7/17,695.45,4618829,2557495000
1995/7/18,715.47,6692290,2819696880
1995/7/19,690.98,6698345,2984917810
1995/7/20,690.3,2763215,1289795940
1995/7/21,693.56,2876029,1330355940
1995/7/24,709.92,8588448,3497951880
1995/7/25,703.58,4677425,1850362970
1995/7/26,691.12,3705401,1745170000
1995/7/27,697.72,2246993,984080000
1995/7/28,695.42,3230925,1612267970
1995/7/31,695.55,2324125,1166741950
1995/8/1,715.4,3194201,1754645940
1995/8/2,699.99,4544828,2874145000
1995/8/3,703.44,1817123,1000375940
1995/8/4,709.88,2570341,1159268980
1995/8/7,718.08,2689043,1158315000
1995/8/8,712.53,3566226,1453947030
1995/8/9,717.46,3623220,1636068910
1995/8/10,735.15,8558366,3961151880
1995/8/11,744.99,9059357,4341420000
1995/8/14,776.13,11835226,6488543130
1995/8/15,751.48,7278627,4359385000
1995/8/16,767.66,7800190,4546991880
1995/8/17,769.45,6967108,4258415000
1995/8/18,757.43,4953518,3011030000
1995/8/21,739.06,4113199,2243599840
1995/8/22,739.86,2430887,1382577030
1995/8/23,729.89,2515786,1344994840
1995/8/24,733.85,2596307,1229307970
1995/8/25,727.58,2207277,1098327030
1995/8/28,725.62,1478849,716252030
1995/8/29,722.08,2568240,1128323910
1995/8/30,715.73,1793817,782493980
1995/8/31,723.87,1882342,910793980
1995/9/1,728.84,2036533,1055225940
1995/9/4,737.89,2865883,1714945940
1995/9/5,739.53,2698624,1817252970
1995/9/6,753.75,3817502,2199471090
1995/9/7,753.84,6190180,3272556880
1995/9/8,751.08,3051478,1786790000
1995/9/11,775.45,4213794,2226745000
1995/9/12,763.69,4611117,2563080940
1995/9/13,763.18,3426015,1770296880
1995/9/14,758.13,5448405,2374285000
1995/9/15,755.93,2691833,1427072030
1995/9/18,757.4,2418002,1208713980
1995/9/19,736.74,3154083,1493265940
1995/9/20,726.14,2027674,985310940
1995/9/21,731.17,1367015,727556950
1995/9/22,730.01,1074830,590275940
1995/9/25,723.35,1210792,600946990
1995/9/26,728.86,1022871,503871990
1995/9/27,708.46,2608655,1380733910
1995/9/28,711.19,2068937,1034910000
1995/9/29,722.43,1922061,986697030
1995/10/4,717.79,1222045,642140000
1995/10/5,724.88,1020401,561004020
1995/10/6,719.96,2323431,1243449920
1995/10/9,706.29,2345760,1174992970
1995/10/10,708.63,3995194,2674452810
1995/10/11,710.89,4139230,2585201880
1995/10/12,704.4,5487184,2927632810
1995/10/13,702.98,3929210,2946325000
1995/10/16,701.34,2591953,1648940940
1995/10/17,702.4,1888299,1136566020
1995/10/18,716.83,4273054,2326854840
1995/10/19,702.79,4527197,2636130000
1995/10/20,726.29,3221212,1894686880
1995/10/23,723.09,3877994,2354826880
1995/10/24,723.57,3116097,1828258910
1995/10/25,760.41,8046441,4649840940
1995/10/26,731.47,6377618,3024052810
1995/10/27,722.37,3579319,1924780000
1995/10/30,722.78,2513254,1273854920
1995/10/31,717.32,2733567,1717710940
1995/11/1,723.39,3035687,1645705940
1995/11/2,721.7,2050365,1116481020
1995/11/3,727.78,3155308,1623081880
1995/11/6,736.15,2477455,1392960940
1995/11/7,729.69,2034498,1196249920
1995/11/8,711.61,2553375,1328897030
1995/11/9,711.2,2051134,1253331950
1995/11/10,708.76,1328636,788713980
1995/11/13,688.7,1681681,898382970
1995/11/14,688.87,1290281,690045000
1995/11/15,692.2,1705474,1106688980
1995/11/16,682.44,2658306,1483161880
1995/11/17,676.19,1233322,765756950
1995/11/20,674.74,828513,525895000
1995/11/21,678.42,1173928,617953980
1995/11/22,663.32,914955,555567970
1995/11/23,658.37,1017387,605080000
1995/11/24,659.37,763563,465923010
1995/11/27,645.03,856620,489129960
1995/11/28,652.57,959655,536753980
1995/11/29,641.59,732428,408523010
1995/11/30,641.14,923616,517878010
1995/12/1,633.81,921951,461736990
1995/12/4,634.92,412218,215101000
1995/12/5,637.22,460212,224791000
1995/12/6,628.43,641821,402152970
1995/12/7,631.84,500832,299361970
1995/12/8,636.78,1458221,887022030
1995/12/11,619.26,1137729,717117970
1995/12/12,629.45,1476493,928942030
1995/12/13,613.8,1433506,947331950
1995/12/14,614.75,766437,455577970
1995/12/15,603.89,993696,542726020
1995/12/18,592.14,809700,493260980
1995/12/19,592.06,639003,358183980
1995/12/20,601.04,665901,346795980
1995/12/21,597.43,957680,500460000
1995/12/22,594.24,696867,353630000
1995/12/25,580.03,709792,370452970
1995/12/26,572.22,548952,280809980
1995/12/27,570.4,809123,391946990
1995/12/28,556.82,809372,406660980
1995/12/29,555.29,822337,394446990
1996/1/2,537.87,482478,223116990
1996/1/3,542.42,556192,252573980
1996/1/4,558.76,1105913,451488010
1996/1/5,536.37,1386371,597185000
1996/1/8,539.17,696207,287150000
1996/1/9,558.62,1894742,803436950
1996/1/10,547.62,1531535,652606020
1996/1/11,545.64,1157744,496815980
1996/1/12,547.11,967429,421600000
1996/1/15,551.04,919361,423648980
1996/1/16,547.76,852911,362895980
1996/1/17,537.31,981153,409780980
1996/1/18,517.63,1267549,559187970
1996/1/19,523.51,863912,382323980
1996/1/22,516.46,682624,309451000
1996/1/23,519.6,556340,251083980
1996/1/24,522.63,779977,344155980
1996/1/25,521.37,2307320,941891950
1996/1/26,525.57,967330,399411020
1996/1/29,529.14,1098300,485378980
1996/1/30,532.57,1153756,528943980
1996/1/31,537.35,1964732,820316950
1996/2/1,536.68,962217,446983010
1996/2/2,536.04,993070,487401950
1996/2/5,522.85,1220876,680048980
1996/2/6,520.69,776204,399123010
1996/2/7,524.3,673555,336765000
1996/2/8,521.86,378694,188936990
1996/2/9,525.41,329658,153373990
1996/2/12,523.85,364642,180683010
1996/2/13,529.58,471762,213136990
1996/2/14,529.25,497882,227457990
1996/2/15,536.98,830979,394265000
1996/2/16,552.94,1870610,929203910
